pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
340,5Minute,60,Female,43,White,WC2.P.LINE,White,TP,Yes,0,Foil,20,3.76,No,possibly sure,not confident,?,No,Yes,possibly sure,not confident,FALSE,FALSE,1.324418957401803,-0.946595403,possibly sure not confident
340,5Minute,60,Female,43,White,WC3.P.LINE,White,TP,Yes,1,Target,40,5.486,No,fairly certain,somewhat unsure,?,No,Yes,fairly certain,somewhat unsure,FALSE,FALSE,1.7021993925154115,-0.377840018,fairly certain somewhat unsure
340,5Minute,60,Female,43,White,WD2.NP.LINE,White,TA,Yes,0,Foil,60,5.251,No,fairly certain,recognize face,R,No,Yes,fairly certain,recognize face,FALSE,FALSE,1.6584185346557223,-0.443752904,fairly certain recognize face
341,5Minute,23,Male,27,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,1.101,No,Somewhat,His head shape,O1,No,Yes,Somewhat,His head shape,FALSE,FALSE,0.096218858,-2.795673217,Somewhat His head shape
341,5Minute,23,Male,27,White,WC2.NP.LINE,White,TA,Yes,0,Foil,60,1.92,No,Somewhat,Recognizable facial features,R,No,Yes,Somewhat,Recognizable facial features,FALSE,FALSE,0.6523251860396901,-1.958444923,Somewhat Recognizable facial features
342,5Minute,64,Female,26,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,6.778,No,I am not sure its a guess,the hair and the blue eyes look similar to someone before,Omany,No,Yes,I am not sure its a guess,the hair and the blue eyes look similar to someone before,FALSE,FALSE,1.9136820731848596,-0.059448957,I am not sure its a guess the hair and the blue eyes look similar to someone before
342,5Minute,64,Female,26,White,WC2.P.LINE,White,TP,Yes,1,Target,60,8.174,No,kind of certain,the short hair and smile,Omany,No,Yes,kind of certain,the short hair and smile,FALSE,FALSE,2.1009583851420857,0.2224989709454201,kind of certain the short hair and smile
342,5Minute,64,Female,26,White,WC3.P.LINE,White,TP,Yes,1,Target,80,3.313,No,kind of certain,"He was wearing a blue polo before, I think it was him",?,No,Yes,kind of certain,"He was wearing a blue polo before, I think it was him",FALSE,FALSE,1.1978541233177589,-1.137141086,"kind of certain He was wearing a blue polo before, I think it was him"
343,Day,38,Female,24,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,10.341,No,mainly certain,familiar facial hair,FO,No,Yes,mainly certain,familiar facial hair,FALSE,FALSE,2.336116576202838,0.5765339477213159,mainly certain familiar facial hair
343,Day,38,Female,24,White,WD1.P.LINE,White,TP,Yes,1,Target,20,6.133,No,somewhat certain,eyes look similiar,O1,No,Yes,somewhat certain,eyes look similar,FALSE,FALSE,1.8136840266438468,-0.209997853,somewhat certain eyes look similar
343,Day,38,Female,24,White,WD2.P.LINE,White,TP,Yes,1,Target,60,7.384,No,somewhat certain,hair looks familiar,FO,No,Yes,somewhat certain,hair looks familiar,FALSE,FALSE,1.9993154972005511,0.069473736,somewhat certain hair looks familiar
343,Day,38,Female,24,White,WD3.P.LINE,White,TP,Yes,0,Foil,20,12.053,No,not really certain,eyes look familiar,FO,No,Yes,not really certain,eyes look familiar,FALSE,FALSE,2.489313591606207,0.8071748688213437,not really certain eyes look familiar
344,5Minute,68,Female,39,White,WD1.P.LINE,White,TP,Yes,1,Target,60,2.054,No,quite certain,i recognize the eyes,O1,No,Yes,quite certain,I recognize the eyes,FALSE,FALSE,0.7197891115063664,-1.856876744,quite certain I recognize the eyes
344,5Minute,68,Female,39,White,WD2.P.LINE,White,TP,Yes,1,Target,60,5.258,No,a bit certain,his hair and eyes are familiar,FO,No,Yes,a bit certain,his hair and eyes are familiar,FALSE,FALSE,1.6597507263076894,-0.441747265,a bit certain his hair and eyes are familiar
346,Day,64,Female,42,White,WC1.P.LINE,White,TP,Yes,1,Target,20,17.367,No,not so sure,He jumps out at me a little bit- THIS IS HARD!,?,No,Yes,not so sure,He jumps out at me a little bit- THIS IS HARD!,FALSE,FALSE,2.8545718537649774,1.3570778927273939,not so sure He jumps out at me a little bit- THIS IS HARD!
346,Day,64,Female,42,White,WC2.P.LINE,White,TP,Yes,1,Target,100,15.779,No,pretty sure,I remember his nostrils!,O1,No,Yes,pretty sure,I remember his nostrils!,FALSE,FALSE,2.758679942053532,1.212710857998048,pretty sure I remember his nostrils!
346,Day,64,Female,42,White,WC3.P.LINE,White,TP,Yes,1,Target,80,7.315,No,pretty sure,I just recognize him,R,No,Yes,pretty sure,I just recognize him,FALSE,FALSE,1.9899270344720876,0.055339232734584166,pretty sure I just recognize him
347,Day,49,Female,24,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,4.638,No,Somewhat,He looks familiar,F,No,Yes,Somewhat,He looks familiar,FALSE,FALSE,1.5342832388333398,-0.630640872,Somewhat He looks familiar
347,Day,49,Female,24,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,2.486,No,somewhat,he looks sorta familiar,F,No,Yes,somewhat,he looks sorta familiar,FALSE,FALSE,0.9106749930885194,-1.569494543,somewhat he looks sorta familiar
347,Day,49,Female,24,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,10.425,No,uncertain,The faces that flashed yesterday were very brief and I am not really sure what I remember,?,No,Yes,uncertain,The faces that flashed yesterday were very brief and I am not really sure what I remember,FALSE,FALSE,2.3442067676848652,0.5887138796238883,uncertain The faces that flashed yesterday were very brief and I am not really sure what I remember
347,Day,49,Female,24,White,WD1.P.LINE,White,TP,Yes,1,Target,60,2.566,No,somewhat,I think I remember seeing this guys face,R,No,Yes,somewhat,I think I remember seeing this guys face,FALSE,FALSE,0.9423482661934446,-1.521809848,somewhat I think I remember seeing this guys face
347,Day,49,Female,24,White,WD2.P.LINE,White,TP,Yes,0,Foil,60,2.35,No,somewhat,i think i remember seeing him,R,No,Yes,somewhat,I think I remember seeing him,FALSE,FALSE,0.8544153281560676,-1.654194502,somewhat I think I remember seeing him
347,Day,49,Female,24,White,WD3.P.LINE,White,TP,Yes,1,Target,40,6.844,No,Somewhat,This guy looks a tad familiar,F,No,Yes,Somewhat,This guy looks a tad familiar,FALSE,FALSE,1.9233723560299472,-0.044860058,Somewhat This guy looks a tad familiar
349,5Minute,62,Male,25,White,WD1.P.LINE,White,TP,Yes,1,Target,20,5.256,No,Not very,His nose seems familiar,FO,No,Yes,Not very,His nose seems familiar,FALSE,FALSE,1.6593702811823094,-0.442320032,Not very His nose seems familiar
349,5Minute,62,Male,25,White,WD2.P.LINE,White,TP,Yes,1,Target,80,3.954,No,Pretty sure,I remember the hair.,O1,No,Yes,Pretty sure,I remember the hair.,FALSE,FALSE,1.3747277247484253,-0.87085463,Pretty sure I remember the hair.
349,5Minute,62,Male,25,White,WD3.P.LINE,White,TP,Yes,1,Target,60,5.689,No,Pretty sure,"He looks a bit different from his earlier photo, but I think it's him.",R,No,Yes,Pretty sure,"He looks a bit different from his earlier photo, but I think it's him.",FALSE,FALSE,1.7385344857685103,-0.323136868,"Pretty sure He looks a bit different from his earlier photo, but I think it's him."
350,5Minute,30,Female,24,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,8.112,No,not very,his face looks familiar-ish,F,No,Yes,not very,his face looks familiar-ish,FALSE,FALSE,2.0933444468488274,0.2110360469678734,not very his face looks familiar-ish
350,5Minute,30,Female,24,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,7.34,No,very,he had a little bit of a second chin going on,O1,No,Yes,very,he had a little bit of a second chin going on,FALSE,FALSE,1.9933388426264242,0.060475773,very he had a little bit of a second chin going on
350,5Minute,30,Female,24,White,WD1.P.LINE,White,TP,Yes,1,Target,100,2.73,No,very,i remember his face,R,No,Yes,very,I remember his face,FALSE,FALSE,1.0043016091968684,-1.428537952,very I remember his face
350,5Minute,30,Female,24,White,WD2.P.LINE,White,TP,Yes,0,Foil,40,14.892,No,not very,i remember a white guy having abnormally large earlobes,Omany,No,Yes,not very,I remember a white guy having abnormally large earlobes,FALSE,FALSE,2.700824156,1.1256079092310416,not very I remember a white guy having abnormally large earlobes
351,5Minute,69,Female,29,White,WC3.P.LINE,White,TP,Yes,0,Foil,80,8.878,No,I am fairly certain I saw this person,I think I remember his bangs,O1,No,Yes,I am fairly certain I saw this person,I think I remember his bangs,FALSE,FALSE,2.1835763064118434,0.3468817692059108,I am fairly certain I saw this person I think I remember his bangs
351,5Minute,69,Female,29,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,28.136,No,I am about half certain on this one.,I think I remember his hair and square chin.,Omany,No,Yes,I am about half certain on this one.,I think I remember his hair and square chin.,TRUE,FALSE,3.337049895171681,2.0834574477571093,I am about half certain on this one. I think I remember his hair and square chin.
351,5Minute,69,Female,29,White,WD2.NP.LINE,White,TA,Yes,0,Foil,20,4.731,No,I am a little less than 50% sure about this lineup,I think I remember this guy's chin,O1,No,Yes,I am a little less than 50% sure about this lineup,I think I remember this guy's chin,TRUE,FALSE,1.554136596649011,-0.600751277,I am a little less than 50% sure about this lineup I think I remember this guy's chin
352,5Minute,71,Female,26,White,WD1.P.LINE,White,TP,Yes,1,Target,100,3.787,No,very,i remember him,R,No,Yes,very,I remember him,FALSE,FALSE,1.3315741489196578,-0.935823131,very I remember him
352,5Minute,71,Female,26,White,WD2.P.LINE,White,TP,Yes,1,Target,60,5.934,No,somewhat,his face and hair,Omany,No,Yes,somewhat,his face and hair,FALSE,FALSE,1.780698522,-0.259658137,somewhat his face and hair
352,5Minute,71,Female,26,White,WD3.P.LINE,White,TP,Yes,1,Target,60,8.389,No,somewhat,his hair,O1,No,Yes,somewhat,his hair,FALSE,FALSE,2.1269213238641576,0.26158665216137256,somewhat his hair
353,5Minute,67,Female,34,White,WD1.P.LINE,White,TP,Yes,1,Target,100,1.317,No,I am completely sure.,I know I saw his face.,R,No,Yes,I am completely sure.,I know I saw his face.,FALSE,FALSE,0.27535642276114397,-2.525978322,I am completely sure. I know I saw his face.
353,5Minute,67,Female,34,White,WD2.P.LINE,White,TP,Yes,1,Target,100,5.107,No,I am completely sure.,I know I saw that kid in the scenes before.,R,No,Yes,I am completely sure.,I know I saw that kid in the scenes before.,FALSE,FALSE,1.6306121476655069,-0.48561593,I am completely sure. I know I saw that kid in the scenes before.
353,5Minute,67,Female,34,White,WD3.P.LINE,White,TP,Yes,1,Target,80,6.163,No,I am pretty sure I saw this kid smiling before.,"I think I remember this face, but with a different expression.",U1,No,Yes,I am pretty sure I saw this kid smiling before.,"I think I remember this face, but with a different expression.",FALSE,FALSE,1.8185636719801062,-0.202651458,"I am pretty sure I saw this kid smiling before. I think I remember this face, but with a different expression."
354,Day,63,Female,24,White,WC3.NP.LINE,White,TA,Yes,0,Foil,20,11.576,No,"I believe I saw this person before, but I am not certain",The haircut and the eyes look familiar,FO,No,Yes,"I believe I saw this person before, but I am not certain",The haircut and the eyes look familiar,FALSE,FALSE,2.448933989329183,0.7463826357722605,"I believe I saw this person before, but I am not certain The haircut and the eyes look familiar"
354,Day,63,Female,24,White,WD1.P.LINE,White,TP,Yes,1,Target,60,6.084,No,I believe I remember this person,"The facial features are pretty distinct, and the haircut",O1,No,Yes,I believe I remember this person,"The facial features are pretty distinct, and the haircut",FALSE,FALSE,1.8056623743970464,-0.222074598,"I believe I remember this person The facial features are pretty distinct, and the haircut"
355,Day,48,Male,29,White,WC2.P.LINE,White,TP,Yes,1,Target,40,8.693,No,somewhat certain,I kinda remember that face,R,No,Yes,somewhat certain,I kinda remember that face,FALSE,FALSE,2.162518104096927,0.3151782587567362,somewhat certain I kinda remember that face
356,5Minute,56,Female,18,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,6.645,No,Kind of certain,His face looks very familiar,F,No,Yes,Kind of certain,His face looks very familiar,FALSE,FALSE,1.8938646921652087,-0.089284388,Kind of certain His face looks very familiar
356,5Minute,56,Female,18,White,WD1.P.LINE,White,TP,Yes,1,Target,80,6.517,No,Mostly certain,"This guy stood out to me as good looking, but in different lighting he wore a deer in the headlights type of expression",?,No,Yes,Mostly certain,"This guy stood out to me as good looking, but in different lighting he wore a deer in the headlights type of expression",FALSE,FALSE,1.8744141473502434,-0.118567541,"Mostly certain This guy stood out to me as good looking, but in different lighting he wore a deer in the headlights type of expression"
356,5Minute,56,Female,18,White,WD2.P.LINE,White,TP,Yes,1,Target,80,3.475,No,pretty certain,"In the lineup he looked scared out of his mind, it makes sense that he has the same deer in the headlights look",U1,No,Yes,pretty certain,"In the lineup he looked scared out of his mind, it makes sense that he has the same deer in the headlights look",FALSE,FALSE,1.2455944790167555,-1.065267104,"pretty certain In the lineup he looked scared out of his mind, it makes sense that he has the same deer in the headlights look"
357,5Minute,60,Female,27,White,WC1.NP.LINE,White,TA,Yes,0,Foil,100,7.837,No,very certain,very certain i have seen him before,R,No,Yes,very certain,very certain I have seen him before,FALSE,FALSE,2.0588561080707275,0.15911321934589454,very certain very certain I have seen him before
357,5Minute,60,Female,27,White,WC2.NP.LINE,White,TA,Yes,0,Foil,60,8.297,No,certain,I saw this guy earlier in the presentation of the faces,R,No,Yes,certain,I saw this guy earlier in the presentation of the faces,FALSE,FALSE,2.1158940036821483,0.2449848190424513,certain I saw this guy earlier in the presentation of the faces
357,5Minute,60,Female,27,White,WC3.NP.LINE,White,TA,Yes,0,Foil,80,6.873,No,certain,i think i have seen him before with a different shirt on,U1,No,Yes,certain,I think I have seen him before with a different shirt on,FALSE,FALSE,1.9276006921394682,-0.038494221,certain I think I have seen him before with a different shirt on
357,5Minute,60,Female,27,White,WD1.P.LINE,White,TP,Yes,1,Target,100,5.249,No,very certain,I think i have seen him before and i thought he was attractive,?,No,Yes,very certain,I think I have seen him before and I thought he was attractive,FALSE,FALSE,1.6580375822701627,-0.444326435,very certain I think I have seen him before and I thought he was attractive
357,5Minute,60,Female,27,White,WD2.P.LINE,White,TP,Yes,1,Target,100,4.864,No,certain,Have seen him with another shirt on,U1,No,Yes,certain,Have seen him with another shirt on,FALSE,FALSE,1.581861144663866,-0.559011461,certain Have seen him with another shirt on
358,Day,47,Female,38,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,16.367,No,kinda sure,looks familiar,F,No,Yes,kinda sure,looks familiar,FALSE,FALSE,2.7952671125237467,1.2677935152905246,kinda sure looks familiar
358,Day,47,Female,38,White,WD1.P.LINE,White,TP,Yes,1,Target,100,5.969,No,almost certain,looks very familiar,F,No,Yes,almost certain,looks very familiar,FALSE,FALSE,1.7865794091865128,-0.250804353,almost certain looks very familiar
358,Day,47,Female,38,White,WD2.P.LINE,White,TP,Yes,1,Target,40,10.383,No,kinda sure,looks a little bit familiar,F,No,Yes,kinda sure,looks a little bit familiar,FALSE,FALSE,2.3401698533213167,0.5826362308866774,kinda sure looks a little bit familiar
359,Day,68,Male,34,White,WC2.P.LINE,White,TP,Yes,1,Target,80,4.719,No,prettyconfident,looks like one of the previous photos,R,No,Yes,pretty confident,looks like one of the previous photos,FALSE,FALSE,1.5515969127442506,-0.604574818,pretty confident looks like one of the previous photos
359,Day,68,Male,34,White,WC3.P.LINE,White,TP,Yes,0,Foil,40,5.03,No,I am quite uncertain,The face looks familiar but I am unsure,F,No,Yes,I am quite uncertain,The face looks familiar but I am unsure,FALSE,FALSE,1.6154199841116479,-0.508488012,I am quite uncertain The face looks familiar but I am unsure
359,Day,68,Male,34,White,WD1.NP.LINE,White,TA,Yes,0,Foil,20,4.684,No,I am quite uncertain,The face seems very mildly familiar,F,No,Yes,I am quite uncertain,The face seems very mildly familiar,FALSE,FALSE,1.544152445735471,-0.6157826,I am quite uncertain The face seems very mildly familiar
361,5Minute,59,Female,44,White,WD1.P.LINE,White,TP,Yes,1,Target,100,5.485,No,certain,i believe i saw this face previously,R,No,Yes,certain,I believe I saw this face previously,FALSE,FALSE,1.7020170937271937,-0.378114472,certain I believe I saw this face previously
361,5Minute,59,Female,44,White,WD2.P.LINE,White,TP,Yes,1,Target,80,12.454,No,pretty certain,I seem to remember this face earlier except the man was wearing a black and white shirt,U1,No,Yes,pretty certain,I seem to remember this face earlier except the man was wearing a black and white shirt,FALSE,FALSE,2.5220418564502602,0.856447873,pretty certain I seem to remember this face earlier except the man was wearing a black and white shirt
362,Day,56,Male,22,White,WC1.NP.LINE,White,TA,Yes,0,Foil,20,11.735,No,Not very certain.,None of them really stand out too me again.,R,No,Yes,Not very certain.,None of them really stand out too me again.,FALSE,FALSE,2.462575829302987,0.7669206764695479,Not very certain. None of them really stand out too me again.
362,Day,56,Male,22,White,WC3.NP.LINE,White,TA,Yes,0,Foil,20,40.613,No,Not very certain.,None of them stand out to me.,R,No,Yes,Not very certain.,None of them stand out to me.,FALSE,FALSE,3.7040882123998884,2.6360403772719123,Not very certain. None of them stand out to me.
362,Day,56,Male,22,White,WD1.P.LINE,White,TP,Yes,1,Target,100,1.691,No,Very certain.,His face is very familiar.,F,No,Yes,Very certain.,His face is very familiar.,FALSE,FALSE,0.5253200699164433,-2.149653459,Very certain. His face is very familiar.
363,5Minute,53,Male,31,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,3.324,No,pretty certain,remember him,R,No,Yes,pretty certain,remember him,FALSE,FALSE,1.2011688769932016,-1.132150664,pretty certain remember him
363,5Minute,53,Male,31,White,WD3.NP.LINE,White,TA,Yes,0,Foil,80,2.102,No,pretty certain,remember the face,R,No,Yes,pretty certain,remember the face,FALSE,FALSE,0.7428892724547593,-1.822099028,pretty certain remember the face
365,Day,51,Female,42,White,WC1.NP.LINE,White,TA,Yes,0,Foil,0,6.143,No,uncertain,He might look slightly familiar,F,No,Yes,uncertain,He might look slightly familiar,FALSE,FALSE,1.8153132221817903,-0.20754507,uncertain He might look slightly familiar
365,Day,51,Female,42,White,WC2.NP.LINE,White,TA,Yes,0,Foil,0,7.453,No,I'm not,I don't know,?,No,Yes,I'm not,I don't know,FALSE,FALSE,2.008616635899557,0.083476771,I'm not I don't know
365,Day,51,Female,42,White,WD1.P.LINE,White,TP,Yes,1,Target,20,6.06,No,uncertain,I'm not sure,?,No,Yes,uncertain,I'm not sure,FALSE,FALSE,1.801709800081223,-0.228025271,uncertain I'm not sure
365,Day,51,Female,42,White,WD2.P.LINE,White,TP,Yes,0,Foil,20,6.733,No,uncertain,the eyes look slightly familiar,FO,No,Yes,uncertain,the eyes look slightly familiar,FALSE,FALSE,1.9070208095631438,-0.069477612,uncertain the eyes look slightly familiar
365,Day,51,Female,42,White,WD3.P.LINE,White,TP,Yes,1,Target,40,6.445,No,uncertain,I seem to recall someone with crooked features.,O1,No,Yes,uncertain,I seem to recall someone with crooked features.,FALSE,FALSE,1.8633046363911507,-0.135293114,uncertain I seem to recall someone with crooked features.
366,5Minute,30,Male,25,White,WC1.P.LINE,White,TP,Yes,1,Target,40,3.001,No,I am somewhat certain.,I may have seen this person.,R,No,Yes,I am somewhat certain.,I may have seen this person.,FALSE,FALSE,1.098945566,-1.286049736,I am somewhat certain. I may have seen this person.
366,5Minute,30,Male,25,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,3.058,No,I am somewhat certain.,I think I saw this person.,R,No,Yes,I am somewhat certain.,I think I saw this person.,FALSE,FALSE,1.1177611075068705,-1.257722593,I am somewhat certain. I think I saw this person.
366,5Minute,30,Male,25,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,2.942,No,I am somewhat certain.,I think I remember this person.,R,No,Yes,I am somewhat certain.,I think I remember this person.,FALSE,FALSE,1.0790896221792459,-1.315943225,I am somewhat certain. I think I remember this person.
366,5Minute,30,Male,25,White,WD2.NP.LINE,White,TA,Yes,0,Foil,60,18.456,No,I am somewhat certain.,I do not know if I saw this person in the lineup.,?,No,Yes,I am somewhat certain.,I do not know if I saw this person in the lineup.,FALSE,FALSE,2.9153895208714524,1.448640007848625,I am somewhat certain. I do not know if I saw this person in the lineup.
366,5Minute,30,Male,25,White,WD3.NP.LINE,White,TA,Yes,0,Foil,80,10.806,No,I am certain.,I saw this person.,R,No,Yes,I am certain.,I saw this person.,FALSE,FALSE,2.3801015354218737,0.6427541118812665,I am certain. I saw this person.
367,Day,49,Male,28,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,5.213,No,Mildly certain. Face seems slightly familiar.,This face seems slightly familiar. I can tell the facial expressions are throwing me off.,?,No,Yes,Mildly certain. Face seems slightly familiar.,This face seems slightly familiar. I can tell the facial expressions are throwing me off.,FALSE,FALSE,1.6511555057859688,-0.454687527,Mildly certain. Face seems slightly familiar. This face seems slightly familiar. I can tell the facial expressions are throwing me off.
367,Day,49,Male,28,White,WC2.P.LINE,White,TP,Yes,1,Target,80,8.22,No,"Several (perhaps 4) of the faces seem somewhat familiar, but this one seems very familiar.",This face seems strongly familiar.,F,No,Yes,"Several (perhaps 4) of the faces seem somewhat familiar, but this one seems very familiar.",This face seems strongly familiar.,TRUE,FALSE,2.1065702090680887,0.23094767496185648,"Several (perhaps 4) of the faces seem somewhat familiar, but this one seems very familiar. This face seems strongly familiar."
367,Day,49,Male,28,White,WC3.P.LINE,White,TP,Yes,0,Foil,20,8.813,No,"Not certain, but this face has a familiarity.",Just a feeling of familiarity.,F,No,Yes,"Not certain, but this face has a familiarity.",Just a feeling of familiarity.,FALSE,FALSE,2.1762279041175234,0.33581861455297585,"Not certain, but this face has a familiarity. Just a feeling of familiarity."
368,Day,72,Female,44,White,WC1.NP.LINE,White,TA,Yes,0,Foil,80,7.438,No,I am almost certain that he was one of the people that I saw.,I recognize the eyes and hairstyle of this person.,Omany,No,Yes,I am almost certain that he was one of the people that I saw.,I recognize the eyes and hairstyle of this person.,FALSE,FALSE,2.006601995502878,0.080443693,I am almost certain that he was one of the people that I saw. I recognize the eyes and hairstyle of this person.
368,Day,72,Female,44,White,WC2.NP.LINE,White,TA,Yes,0,Foil,60,12.23,No,I am almost certain that I saw him the previous day.,I recognize his eyes.,O1,No,Yes,I am almost certain that I saw him the previous day.,I recognize his eyes.,FALSE,FALSE,2.503891949699081,0.829122855,I am almost certain that I saw him the previous day. I recognize his eyes.
368,Day,72,Female,44,White,WD2.P.LINE,White,TP,Yes,1,Target,100,3.027,No,I know for sure that he was one of the pictures from yesterday.,I remember his eyes and his hair.,Omany,No,Yes,I know for sure that he was one of the pictures from yesterday.,I remember his eyes and his hair.,FALSE,FALSE,1.1075720300395817,-1.273062436,I know for sure that he was one of the pictures from yesterday. I remember his eyes and his hair.
368,Day,72,Female,44,White,WD3.P.LINE,White,TP,Yes,1,Target,40,6.807,No,I am almost certain that I remember him.,His hair is familiar and his eyebrows.,FO,No,Yes,I am almost certain that I remember him.,His hair is familiar and his eyebrows.,FALSE,FALSE,1.9179514944658145,-0.053021265,I am almost certain that I remember him. His hair is familiar and his eyebrows.
369,Day,67,Female,38,White,WD1.P.LINE,White,TP,Yes,1,Target,100,1.904,No,Pretty sure this frat guy,One of the best looking guys yesterday. Named him hot frat guy cause thats what i thought he looked like,U1,No,Yes,Pretty sure this frat guy,One of the best looking guys yesterday. Named him hot frat guy cause that's what I thought he looked like,FALSE,FALSE,0.6439569363691735,-1.971043477,Pretty sure this frat guy One of the best looking guys yesterday. Named him hot frat guy cause that's what I thought he looked like
369,Day,67,Female,38,White,WD2.P.LINE,White,TP,Yes,1,Target,100,5.993,No,Pretty certain this is boy band,I named this guy boy band cause he looks like he is in a boyband.,U1,No,Yes,Pretty certain this is boy band,I named this guy boy band cause he looks like he is in a boyband.,FALSE,FALSE,1.7905921214760483,-0.244763141,Pretty certain this is boy band I named this guy boy band cause he looks like he is in a boyband.
369,Day,67,Female,38,White,WD3.P.LINE,White,TP,Yes,1,Target,80,5.707,No,Certain .,This is one that I named Sean Astin,U1,No,Yes,Certain .,This is one that I named Sean Astin,FALSE,FALSE,1.741693491554571,-0.318380926,Certain . This is one that I named Sean Astin
370,5Minute,64,Female,30,White,WD1.P.LINE,White,TP,Yes,1,Target,80,6.658,No,I'm pretty sure.,This man looks familiar and I remember his mouth in particular.,FO,No,Yes,I'm pretty sure.,This man looks familiar and I remember his mouth in particular.,FALSE,FALSE,1.8958191391528332,-0.086341933,I'm pretty sure. This man looks familiar and I remember his mouth in particular.
370,5Minute,64,Female,30,White,WD2.P.LINE,White,TP,Yes,1,Target,20,16.936,No,Not very much.,He looks like maybe I saw him and the other men look like I definitely did NOT see them.,R,No,Yes,Not very much.,He looks like maybe I saw him and the other men look like I definitely did NOT see them.,FALSE,FALSE,2.829441533832564,1.3192437343954637,Not very much. He looks like maybe I saw him and the other men look like I definitely did NOT see them.
370,5Minute,64,Female,30,White,WD3.P.LINE,White,TP,Yes,1,Target,60,6.411,No,Somewhat certain.,His hair and face shape look familiar.,FO,No,Yes,Somewhat certain.,His hair and face shape look familiar.,FALSE,FALSE,1.8580152650051203,-0.14325636,Somewhat certain. His hair and face shape look familiar.
371,5Minute,51,Female,33,White,WC2.P.LINE,White,TP,Yes,0,Foil,80,13.479,No,Fairly Certain.,"He looks familiar, but I was also memorizing their clothes! You guys tricked me! :-)",FO,No,Yes,Fairly Certain.,"He looks familiar, but I was also memorizing their clothes! You guys tricked me! :-)",FALSE,FALSE,2.6011329187561327,0.9755209200987704,"Fairly Certain. He looks familiar, but I was also memorizing their clothes! You guys tricked me! :-)"
371,5Minute,51,Female,33,White,WC3.P.LINE,White,TP,Yes,0,Foil,40,5.737,No,Not Certain,I think he looks familiar.,F,No,Yes,Not Certain,I think he looks familiar.,FALSE,FALSE,1.746936425619734,-0.310487593,Not Certain I think he looks familiar.
371,5Minute,51,Female,33,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,13.885,No,Semi Certain,He looks the least photoshopped.,?,No,Yes,Semi Certain,He looks the least photoshopped.,FALSE,FALSE,2.6308091207587627,1.0201989874006387,Semi Certain He looks the least photoshopped.
372,Day,66,Female,30,White,WD2.NP.LINE,White,TA,Yes,0,Foil,80,5.902,No,I remember this person,I remember this person's ears,O1,No,Yes,I remember this person,I remember this person's ears,FALSE,FALSE,1.7752912765207476,-0.267798844,I remember this person I remember this person's ears
373,5Minute,48,Male,37,White,WC1.P.LINE,White,TP,Yes,0,Foil,60,15.892,No,Slightly certain,He looks familiar,F,No,Yes,Slightly certain,He looks familiar,FALSE,FALSE,2.7658158379523523,1.2234540803685643,Slightly certain He looks familiar
374,5Minute,62,Female,37,White,WC1.P.LINE,White,TP,Yes,0,Foil,60,1.559,No,quite a bit,a guy looked like he wanted to laugh,O1,No,Yes,quite a bit,a guy looked like he wanted to laugh,FALSE,FALSE,0.44404459007563946,-2.272015187,quite a bit a guy looked like he wanted to laugh
374,5Minute,62,Female,37,White,WC3.P.LINE,White,TP,Yes,0,Foil,40,2.525,No,kinda sure,The eyes are similar to what I have seen,O1,No,Yes,kinda sure,The eyes are similar to what I have seen,FALSE,FALSE,0.9262410627273231,-1.546059539,kinda sure The eyes are similar to what I have seen
374,5Minute,62,Female,37,White,WD1.NP.LINE,White,TA,Yes,0,Foil,60,2.891,No,some certainty,One looked like a frat boy,U1,No,Yes,some certainty,One looked like a frat boy,FALSE,FALSE,1.061602463034209,-1.342270464,some certainty One looked like a frat boy
374,5Minute,62,Female,37,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,2.897,No,A little bit,"The eyes are familiar, and the hair",FO,No,Yes,A little bit,"The eyes are familiar, and the hair",FALSE,FALSE,1.0636757187872132,-1.339149139,"A little bit The eyes are familiar, and the hair"
375,Day,54,Male,31,White,WC3.NP.LINE,White,TA,Yes,0,Foil,100,21.32,No,certain,the hair,O1,No,Yes,certain,the hair,FALSE,FALSE,3.0596455992976437,1.6658201840739313,certain the hair
